iucn_sid,sciname,common,subpop,habs,max_depth,cat,cat_score
49170868,chrysochir aureus,yellowfin croaker,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49171768,collichthys lucidus,big head croaker,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49171849,collichthys niveatus,bighead croaker,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49173102,daysciaena albida,bengal corvina,NA,"9.10, 9.2, 9.4, 9.5, 9.6",< 200 m,lc,0
49173267,dendrophysa russelii,goatee croaker,NA,"9.10, 9.6, 9.9",< 200 m,lc,0
49173495,johnius amblycephalus,greenback croaker,NA,"9.10, 9.4, 9.5, 9.6, 9.7, 9.8",< 200 m,lc,0
49177273,johnius australis,bottlenose jewfish,NA,"12.7, 9.10, 9.2, 9.4, 9.5, 9.7",< 200 m,lc,0
49177767,johnius borneensis,hammer croaker,NA,"12.7, 9.10, 9.2, 9.3, 9.4, 9.5, 9.6",< 200 m,lc,0
49177958,johnius cantori,NA,NA,18,unknown,dd,NA
49178040,johnius carouna,caroun croaker,NA,"12.7, 9.10, 9.5, 9.6",< 200 m,lc,0
49178121,johnius carutta,purple jewfish,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49178332,johnius distinctus,NA,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49178446,johnius dorsalis,sharp-tooth jewfish,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49178586,johnius dussumieri,dussumier's silver jew fish,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49178958,johnius elongatus,spindle croaker,NA,"9.10, 9.5, 9.6",< 200 m,dd,NA
49180541,johnius fuscolineatus,bellfish,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49180983,johnius grypotus,NA,NA,"9.3, 9.5, 9.6",< 200 m,lc,0
49181204,johnius heterolepis,large-scale croaker,NA,"9.4, 9.6",< 200 m,dd,NA
49181248,johnius hypostoma,small-mouth croaker,NA,"9.4, 9.6",< 200 m,dd,NA
49181363,johnius latifrons,broad-head croaker,NA,"12.7, 9.10, 9.5, 9.6",< 200 m,dd,NA
49181447,johnius macropterus,large-fined croaker,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49181520,johnius macrorhynus,big-snout croaker,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49181579,johnius mannarensis,mannar croaker,NA,9.5,< 200 m,dd,NA
49181824,johnius pacificus,pacific croaker,NA,"9.10, 9.5, 9.6",< 200 m,dd,NA
49181893,johnius philippinus,philippine croaker,NA,9.5,< 200 m,dd,NA
49182018,johnius plagiostoma,large-eye croaker,NA,"12.7, 9.10, 9.5, 9.6",< 200 m,lc,0
49182073,johnius trachycephalus,leaftail croaker,NA,"12.7, 9.10, 9.5, 9.6",< 200 m,lc,0
49182317,kathala axillaris,kathala croaker,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49182559,larimichthys crocea,large yellow croaker,NA,"9.10, 9.4, 9.5",< 200 m,cr,0.8
49182775,larimichthys pamoides,southern yellow jewfish,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49182929,larimichthys polyactis,little yellow croaker,NA,"9.10, 9.4, 9.5, 9.6",< 200 m,lc,0
49184328,macrodon atricauda,king weakfish,NA,"9.10, 9.4, 9.5, 9.6",< 200 m,lc,0
49186498,miichthys miiuy,mi-iuy croaker,NA,"9.10, 9.4, 9.5, 9.6",< 200 m,dd,NA
49186649,miracorvina angolensis,angola croaker,NA,"9.3, 9.4",< 200 m,lc,0
49186734,nibea albiflora,white flower croaker,NA,"9.10, 9.4, 9.6",< 200 m,lc,0
49186781,nibea chui,chu's croaker,NA,"9.5, 9.6",< 200 m,dd,NA
49186795,nibea coibor,NA,NA,"12.7, 9.10, 9.5, 9.6",< 200 m,dd,NA
49186882,nibea leptolepis,small scale croaker,NA,"12.7, 9.10, 9.2, 9.6",< 200 m,lc,0
49186930,nibea maculata,blotched croaker,NA,"12.7, 9.10, 9.5, 9.6",< 200 m,lc,0
49187023,nibea microgenys,small-mouthed croaker,NA,"12.7, 9.10, 9.3, 9.5, 9.6, 9.7",< 200 m,lc,0
49187091,nibea mitsukurii,honnibe croaker,NA,"9.4, 9.5, 9.6",< 200 m,lc,0
49187177,nibea semifasciata,sharpnose croaker,NA,"9.5, 9.6",< 200 m,dd,NA
49187192,nibea soldado,green-backed jewfish,NA,"9.10, 9.3, 9.5, 9.6",< 200 m,lc,0
49187516,nibea squamosa,scaly croaker,NA,"9.10, 9.4, 9.5, 9.6",< 200 m,lc,0
49187675,otolithes cuvieri,lesser tiger toothed croaker,NA,"12.7, 9.4, 9.5",< 200 m,lc,0
49187711,otolithes ruber,tigertooth croaker,NA,"9.10, 9.2, 9.5, 9.6",< 200 m,lc,0
49188068,otolithoides biauritus,bronze croaker,NA,"9.10, 9.4, 9.6",< 200 m,dd,NA
49188255,panna heterolepis,hooghly croaker,NA,"12.7, 9.10, 9.5, 9.6",< 200 m,lc,0
49188278,panna microdon,panna croaker,NA,"12.7, 9.10, 9.5, 9.6",< 200 m,lc,0
49188296,panna perarmatus,armour croaker,NA,"9.10, 9.5, 9.6",< 200 m,dd,NA
49188448,paranibea semiluctuosa,half-mourning croaker,NA,"9.2, 9.4, 9.5, 9.6",< 200 m,lc,0
49188506,pennahia anea,grey fin jew fish,NA,"12.7, 9.10, 9.5, 9.6, 9.9",< 200 m,lc,0
49188539,pennahia argentata,silver sea meagre,NA,"9.5, 9.6",< 200 m,lc,0
49188584,pennahia macrocephalus,big-head pennah croaker,NA,"9.10, 9.5, 9.6",< 200 m,lc,0
49188617,pennahia ovata,NA,NA,"9.5, 9.6",< 200 m,dd,NA
49188621,pennahia pawak,pawak croaker,NA,"9.4, 9.5",< 200 m,lc,0
49188668,pentheroscion mbizi,blackmouth croaker,NA,"9.10, 9.4, 9.5, 9.6, 9.8, 9.8.4",< 200 m,nt,0.2
49188717,protonibea diacanthus,blackspotted croaker,NA,"9.10, 9.5, 9.6",< 200 m,nt,0.2
49217539,pseudotolithus elongatus,giant captainfish,NA,"12.7, 9.10, 9.4, 9.5",< 200 m,lc,0
49217590,pseudotolithus epipercus,guinea croaker,NA,"9.10, 9.4",< 200 m,lc,0
49217654,pseudotolithus moorii,cameroon croaker,NA,"9.10, 9.4",< 200 m,lc,0
49217798,pseudotolithus senegalensis,cassava croaker,NA,"9.10, 9.2, 9.4, 9.5, 9.6",< 200 m,en,0.6
49217962,pseudotolithus senegallus,law croaker,NA,"9.10, 9.2, 9.3, 9.4, 9.5, 9.6",< 200 m,vu,0.4
49218074,pseudotolithus typus,longneck ladyfish,NA,"9.10, 9.4, 9.5",< 200 m,lc,0
49218151,pteroscion peli,boe drum,NA,"9.10, 9.4, 9.6",< 200 m,lc,0
49218207,pterotolithus lateoides,bigmouth croaker,NA,"9.10, 9.5, 9.6",< 200 m,dd,NA
49218346,stellifer brasiliensis,NA,NA,"12.7, 9.1, 9.4",< 200 m,lc,0
49218692,umbrina robinsoni,tasselfish,NA,"9.2, 9.3, 9.4",< 200 m,dd,NA
49218712,umbrina steindachneri,steindachner's drum,NA,"9.1, 9.2, 9.4, 9.5, 9.6",< 200 m,dd,NA
49254470,erythrodiplax berenice,seaside dragonlet,NA,"12.5, 12.7",< 20 m,lc,0
49437996,enneanectes matador,matador triplefin,NA,"9.2, 9.8",< 200 m,lc,0
49438010,enneanectes wilki,windward triplefin,NA,18,unknown,dd,NA
49438012,enneanectes deloachorum,two-bar triplefin,NA,"9.2, 9.8",< 200 m,lc,0
49677201,crenidens indicus,indian seabream,NA,"9.5, 9.6",< 200 m,lc,0
49677217,plectorhinchus gaterinus,blackspotted rubberlip,NA,"9.8, 9.9",< 200 m,lc,0
49911704,trisopterus capelanus,capelin,NA,"9.4, 9.5, 9.6",< 200 m,lc,0
50011071,maasella edwardsi,NA,NA,"9.2, 9.3, 9.7",< 200 m,dd,NA
50012470,paramuricea macrospina,NA,NA,"11.1, 11.1.1, 9.2",200 m +,dd,NA
50012660,spinimuricea klavereni,NA,NA,9.2,< 200 m,dd,NA
50016125,crassophyllum thessalonicae,NA,NA,9.6,< 200 m,en,0.6
50020621,clavularia crassa,NA,NA,9.7,< 200 m,lc,0
50020625,clavularia carpediem,NA,NA,"17, 9.2, 9.3",< 200 m,dd,NA
50078139,monochirus atlanticus,NA,NA,"9.4, 9.5, 9.7, 9.9",< 200 m,dd,NA
50107293,bunodeopsis strumosa,NA,NA,"12.4, 12.5, 9.7, 9.9",< 200 m,dd,NA
50107605,actinia cari,anémone de cari,NA,"9.3, 9.7",< 200 m,dd,NA
50108167,actinia striata,NA,NA,9.3,< 200 m,dd,NA
50113293,condylactis aurantiaca,golden anemone,NA,"9.3, 9.4, 9.5, 9.9",< 200 m,lc,0
50113365,cribrinopsis crassa,fat anemone,NA,"9.2, 9.3, 9.9",< 200 m,lc,0
50148677,paranemonia cinerea,grass crack anemone,NA,9.9,< 200 m,dd,NA
50148695,paranemonia vouliagmeniensis,NA,NA,"9.3, 9.7, 9.9",< 200 m,en,0.6
50148787,segonzactis hartogi,NA,NA,9.6,< 200 m,dd,NA
50148930,phymanthus pulcher,sea-daisy,NA,"9.2, 9.9",< 200 m,dd,NA
50149061,ceratotrochus magnaghii,NA,NA,"11.1, 11.1.1",deep oceanic,dd,NA
50160898,cladopsammia rolandi,NA,NA,9.2,< 200 m,dd,NA
50161085,epizoanthus frenzeli,NA,NA,"17, 18",unknown,dd,NA
50161089,epizoanthus mediterraneus,NA,NA,18,unknown,dd,NA
50161091,epizoanthus paguricola,NA,NA,"17, 9.6",< 200 m,dd,NA
50161093,epizoanthus paxii,NA,NA,"9.2, 9.3",< 200 m,dd,NA
50161095,epizoanthus steueri,NA,NA,17,unknown,dd,NA
50853886,chromis bermudae,yellowfin chromis,NA,9.8,< 200 m,lc,0
50902942,uraspis helvola,whitetongue jack,NA,"9.4, 9.8",< 200 m,lc,0
50902961,pentaprion longimanus,longfin mojarra,NA,"9.4, 9.5, 9.6",< 200 m,lc,0
50903119,mulloidichthys flavolineatus,yellowstripe goatfish,NA,"9.2, 9.4",< 200 m,lc,0
50903138,upeneus sulphureus,sulphur goatfish,NA,"9.10, 9.6",< 200 m,lc,0
50903183,upeneus vittatus,yellowstriped goatfish,NA,"9.10, 9.6",< 200 m,lc,0
50903234,dactyloptena orientalis,oriental flying gurnard,NA,9.4,< 200 m,lc,0
50903247,sorsogona prionota,halfspined flathead,NA,9.1,< 200 m,lc,0
50903260,pterois russelii,plaintail turkeyfish,NA,"9.10, 9.2, 9.6, 9.8",< 200 m,lc,0
50903263,paramonacanthus choirocephalus,white-blotched filefish,NA,"9.2, 9.3, 9.5, 9.6, 9.8",< 200 m,lc,0
53753301,chriolepis bilix,thread-spined goby,NA,18,unknown,lc,0
54007396,platax teira,longfin batfish,NA,"9.2, 9.8",< 200 m,lc,0
54007412,upeneus oligospilus,short-fin goatfish,NA,9.4,< 200 m,lc,0
54007415,pseudochromis dutoiti,dutoiti,NA,"12.6, 9.2, 9.8",< 200 m,lc,0
54007474,sillago arabica,arabian sillago,NA,9.1,< 200 m,lc,0
56084246,lycenchelys platyrhina,NA,NA,"10.3, 11.1, 11.1.2",deep oceanic,dd,NA
56779782,chromogobius britoi,brito's goby,NA,"12.6, 9.2, 9.3",< 200 m,lc,0
56852135,monocentris japonica,japanese pineapple fish,NA,"9.2, 9.8",< 200 m,lc,0
56852190,ilisha melastoma,indian ilisha,NA,"9.1, 9.10",< 200 m,lc,0
56852265,ilisha megaloptera,bigeye ilisha,NA,"9.1, 9.10",< 200 m,lc,0
56852298,kyphosus bigibbus,brown chub,NA,"9.2, 9.8",< 200 m,lc,0
56852351,sillago attenuata,slender sillago,NA,9.1,< 200 m,lc,0
56852409,arnoglossus aspilos,spotless lefteye flounder,NA,"9.5, 9.8, 9.8.5",< 200 m,lc,0
56852510,aesopia cornuta,unicorn sole,NA,"11.1, 11.1.2, 9.4, 9.5, 9.6",200 m +,lc,0
56852595,choeroichthys brachysoma,short-bodied pipefish,NA,"9.2, 9.8, 9.9",< 200 m,lc,0
57274377,parascolopsis eriomma,rosy dwarf monocle bream,NA,"9.4, 9.5, 9.6",< 200 m,lc,0
57274554,brachypterois serrulifer,sawcheek scorpionfish,NA,"9.10, 9.4, 9.5, 9.6",< 200 m,lc,0
57452852,meteoria erythrops,NA,NA,11.2,deep oceanic,dd,NA
57453548,aphyonus gelatinosus,gelatinous blindfish,NA,"10.3, 11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
57453584,nybelinella erikssoni,NA,NA,"11.2, 11.3",deep oceanic,dd,NA
57453648,bythites islandicus,NA,NA,"11.1, 11.1.1",deep oceanic,dd,NA
57453678,barathronus multidens,NA,NA,"11.1, 11.1.1, 11.1.2, 11.2, 11.3",deep oceanic,dd,NA
57453696,holcomycteronus squamosus,NA,NA,"11.2, 11.3",deep oceanic,lc,0
57453720,maulisia argipalla,palegold searsid,NA,10.2,200 m +,lc,0
57453743,bajacalifornia calcarata,brown slickhead,NA,"10.2, 10.3",200 m +,lc,0
57505507,ambassis natalensis,NA,NA,9.10,< 200 m,lc,0
57505709,pachypanchax playfairii,NA,NA,9.10,< 200 m,dd,NA
57506640,herklotsichthys quadrimaculatus,NA,NA,"9.1, 9.4, 9.9",< 200 m,lc,0
57508187,eleotris mauritiana,NA,NA,9.10,< 200 m,lc,0
57508615,acentrogobius simplex,bagamoyo goby,NA,"17, 9.10",< 200 m,lc,0
57509025,awaous commersoni,commerson’s freshwater goby,NA,"9.10, 9.3, 9.4",< 200 m,vu,0.4
57509248,coryogalops william,kaalpens goby,NA,9.10,< 200 m,lc,0
57509279,drombus triangularis,brown drombus,NA,"12.2, 12.7, 9.5, 9.9",< 200 m,lc,0
57509289,glossogobius kokius,NA,NA,18,unknown,dd,NA
57509336,kraemeria samoensis,samoan sand dart,NA,9.4,< 200 m,lc,0
57509876,scatophagus tetracanthus,NA,NA,9.10,< 200 m,lc,0
57693936,bathyonus laticeps,NA,NA,"11.1, 11.1.1, 11.1.2, 11.2",deep oceanic,dd,NA
57714556,barathrites iris,NA,NA,"11.1, 11.1.1, 11.1.2, 11.2, 11.3",deep oceanic,lc,0
57825241,einara edentula,toothless smooth-head,NA,"10.2, 10.3",200 m +,lc,0
58241062,dolichopteryx longipes,brownsnout spookfish,NA,"10.1, 10.2, 10.3",200 m +,lc,0
59034974,evynnis cardinalis,threadfin porgy,NA,"9.10, 9.2, 9.3",< 200 m,en,0.6
60469170,abyssoberyx levisquamosus,NA,NA,11.3,deep oceanic,dd,NA
60469175,abyssobrotula galatheae,NA,NA,"11.2, 11.3, 11.4, 11.5",deep oceanic,lc,0
60469186,alepisaurus brevirostris,NA,NA,10.3,deep oceanic,lc,0
60469196,amblycirrhitus earnshawi,NA,NA,9.2,< 200 m,en,0.6
60469204,apagesoma delosommatus,NA,NA,"11.1, 11.1.1, 11.1.2, 11.2, 11.3",deep oceanic,lc,0
60469215,aphyonus rassi,NA,NA,"11.1, 11.1.1, 11.1.2, 11.2, 11.3, 11.5",deep oceanic,dd,NA
60469220,apletodon barbatus,NA,NA,"9.4, 9.7",< 200 m,vu,0.4
60469224,apletodon wirtzi,NA,NA,13.1,unknown,lc,0
60469232,aristostomias lunifer,NA,NA,"10.2, 10.3",200 m +,lc,0
60469237,astronesthes decoratus,NA,NA,10.3,deep oceanic,lc,0
60469241,astronesthes haplophos,NA,NA,10.2,200 m +,lc,0
60469244,astronesthes karsteni,NA,NA,10.2,200 m +,lc,0
60469249,barbantus elongatus,elongated searsid,NA,10.3,deep oceanic,dd,NA
60469264,bassozetus levistomatus,NA,NA,"11.2, 11.3",deep oceanic,lc,0
60469273,bassozetus normalis,cusk eel,NA,"11.1, 11.1.1, 11.1.2, 11.2, 11.3",deep oceanic,lc,0
60469298,bassozetus oncerocephalus,NA,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,dd,NA
60469323,bathophilus metallicus,NA,NA,"10.2, 10.3",200 m +,lc,0
60469375,bathophilus schizochirus,NA,NA,10.2,200 m +,lc,0
60469441,bathycongrus bertini,NA,NA,12.4,< 20 m,lc,0
60469516,bathylaco nielseni,NA,NA,10.3,deep oceanic,dd,NA
60469527,bathytroctes squamosus,NA,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
60469546,bembrops cadenati,NA,NA,10.3,deep oceanic,lc,0
60469552,cataetyx bruuni,NA,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
60469588,cataetyx chthamalorhynchus,white brotula,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
60469615,caulophryne pelagica,NA,NA,"10.2, 10.3",200 m +,dd,NA
60469670,centrophryne spinulosa,horned lantern fish,NA,"10.1, 10.2, 10.3",200 m +,lc,0
60469697,cetomimus compunctus,cavernous-peduncle whalefish,NA,"10.2, 10.3",200 m +,dd,NA
60469712,cetomimus hempeli,hempels whalefish,NA,"10.2, 10.3",200 m +,dd,NA
60469804,chaenophryne draco,NA,NA,10.3,deep oceanic,lc,0
60469816,chiasmodon braueri,NA,NA,10.3,deep oceanic,lc,0
60469866,coryphaenoides rudis,NA,NA,10.2,200 m +,lc,0
60469877,ctenochirichthys longimanus,NA,NA,10.3,deep oceanic,dd,NA
60469890,cyclothone pseudoacclinidens,bent-tooth bristlemouth,NA,"10.2, 10.3",200 m +,lc,0
60469980,cyclothone parapallida,shadow bristlemouth,NA,"10.2, 10.3",200 m +,lc,0
60470089,danacetichthys galathenus,young whalefish,NA,10.3,deep oceanic,dd,NA
60470092,diaphus problematicus,problematic lanternfish,NA,10.2,200 m +,lc,0
60470096,diaphus vanhoeffeni,vanhoffen's lanternfish,NA,10.2,200 m +,lc,0
60470322,dicrolene introniger,NA,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
60470339,didogobius amicuscaridis,NA,NA,9.4,< 200 m,vu,0.4
60470344,diplecogaster ctenocrypta,NA,NA,9.2,< 200 m,lc,0
60470358,dolopichthys jubatus,NA,NA,"10.2, 10.3",200 m +,dd,NA
60470361,dolopichthys pullatus,NA,NA,"10.2, 10.3",200 m +,dd,NA
60470373,dysalotus oligoscolus,NA,NA,10.3,deep oceanic,lc,0
60470376,epigonus affinis,NA,NA,10.3,deep oceanic,lc,0
60470379,eustomias aequatorialis,NA,NA,10.2,200 m +,lc,0
60470382,eustomias contiguus,NA,NA,10.2,200 m +,dd,NA
60470388,eustomias insularum,NA,NA,10.2,200 m +,dd,NA
60470392,eustomias intermedius,NA,NA,10.2,200 m +,lc,0
60470395,eustomias kreffti,NA,NA,"10.1, 10.2",200 m +,lc,0
60470399,eustomias lanceolatus,NA,NA,10.2,200 m +,lc,0
60470414,eustomias monoclonoides,NA,NA,"10.1, 10.2, 10.3",200 m +,dd,NA
60470418,eustomias satterleei,NA,NA,"10.1, 10.2",200 m +,lc,0
60470422,eustomias simplex,NA,NA,10.2,200 m +,lc,0
60470425,eustomias spherulifer,NA,NA,"10.1, 10.2, 10.3",200 m +,lc,0
60470440,eustomias tenisoni,NA,NA,10.2,200 m +,dd,NA
60470461,gadella svetovidovi,NA,NA,"10.2, 11.1, 11.1.1, 11.1.2",200 m +,dd,NA
60470467,gadomus arcuatus,doublethread grenadier,NA,"10.2, 10.3",200 m +,lc,0
60470481,gigantactis elsmani,elsman's whipnose,NA,"10.2, 10.3",200 m +,lc,0
60470485,gigantactis gibbsi,NA,NA,"10.2, 10.3",200 m +,lc,0
60470489,gigantactis golovani,NA,NA,"10.2, 10.3",200 m +,lc,0
60470665,gigantactis gracilicauda,NA,NA,10.3,deep oceanic,dd,NA
60470674,gigantactis herwigi,NA,NA,"10.2, 10.3",200 m +,lc,0
60470680,gigantactis ios,NA,NA,10.3,deep oceanic,lc,0
60470683,gigantactis longicirra,NA,NA,10.3,deep oceanic,lc,0
60470687,gigantactis vanhoeffeni,NA,NA,10.3,deep oceanic,dd,NA
60470704,gonorynchus gonorynchus,beaked salmon,NA,"10.2, 11.1, 11.1.2",200 m +,lc,0
60470750,grammonus longhursti,NA,NA,"9.4, 9.5, 9.6, 9.8",< 200 m,lc,0
60470770,haplophryne mollis,NA,NA,10.3,deep oceanic,lc,0
60470792,himantolophus albinares,footballfish,NA,"10.1, 10.2, 10.3",200 m +,dd,NA
60470817,himantolophus brevirostris,NA,NA,"10.2, 10.3",200 m +,dd,NA
60470856,himantolophus macroceras,NA,NA,"10.2, 10.3",200 m +,dd,NA
60470876,himantolophus macroceratoides,NA,NA,10.2,200 m +,dd,NA
60470908,himantolophus multifurcatus,NA,NA,10.2,200 m +,dd,NA
60470918,himantolophus rostratus,NA,NA,"10.2, 10.3",200 m +,dd,NA
60470977,holcomycteronus profundissimus,NA,NA,"11.2, 11.3, 11.4, 11.5, 11.6",deep oceanic,lc,0
60471195,hymenogadus gracilis,NA,NA,11.5,deep oceanic,dd,NA
60471691,ichthyococcus polli,NA,NA,10.2,200 m +,lc,0
60471792,kali kerberti,NA,NA,10.3,deep oceanic,lc,0
60471825,kali macrura,NA,NA,10.3,deep oceanic,lc,0
60471850,laemonema robustum,robust cod,NA,"10.2, 10.3, 11.5",200 m +,dd,NA
60471855,lampadena speculigera,mirror lanternfish,NA,10.2,200 m +,lc,0
60471860,lampanyctus photonotus,dotback lanternfish,NA,10.2,200 m +,lc,0
60471865,lampanyctus vadulus,nacreous lanternfish,NA,10.2,200 m +,lc,0
60471877,lamprogrammus brunswigi,NA,NA,10.3,deep oceanic,lc,0
60471883,lamprogrammus exutus,NA,NA,"11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
60471901,lamprogrammus niger,NA,NA,"10.3, 11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
60471916,lamprogrammus shcherbachevi,NA,NA,"10.2, 10.3",200 m +,dd,NA
60471925,lasiognathus saccostoma,NA,NA,10.3,deep oceanic,lc,0
60471934,leptacanthichthys gracilispinis,NA,NA,10.1,200 m +,dd,NA
60471973,leptostomias gracilis,NA,NA,"10.1, 10.2",200 m +,lc,0
60472006,linophryne maderensis,NA,NA,"10.1, 10.2",200 m +,dd,NA
60472203,linophryne polypogon,NA,NA,10.3,deep oceanic,dd,NA
60472409,linophryne racemifera,NA,NA,"10.2, 10.3",200 m +,dd,NA
60472779,linophryne sexfilis,NA,NA,10.3,deep oceanic,dd,NA
60473762,loweina interrupta,barebelly lanternfish,NA,10.2,200 m +,lc,0
60474290,loweina rara,rare lanternfish,NA,10.2,200 m +,lc,0
60475013,luciobrotula nolfi,NA,NA,10.2,200 m +,lc,0
60475627,macrouroides inflaticeps,NA,NA,10.3,deep oceanic,lc,0
60476220,maurolicus amethystinopunctatus,argent filós,NA,10.2,200 m +,lc,0
60476941,melamphaes ebelingi,NA,NA,"10.2, 10.3",200 m +,dd,NA
60477122,melamphaes longivelis,eyebrow bigscale,NA,"10.2, 10.3",200 m +,dd,NA
60477337,melamphaes polylepis,melánfido,NA,"10.2, 10.3",200 m +,dd,NA
60477619,melamphaes pumilus,NA,NA,"10.1, 10.2, 10.3",200 m +,dd,NA
60477991,melamphaes suborbitalis,ridgehead,NA,"10.2, 10.3",200 m +,dd,NA
60478393,melamphaes typhlops,ridgehead,NA,"10.1, 10.2, 10.3",200 m +,dd,NA
60478881,melanostomias melanops,NA,NA,"10.2, 10.3",200 m +,lc,0
60479167,melanostomias paucilaternatus,NA,NA,"10.1, 10.2",200 m +,lc,0
60479354,melanostomias spilorhynchus,NA,NA,"10.1, 10.2, 10.3",200 m +,lc,0
60479648,mentodus facilis,dark searsid,NA,"10.2, 10.3",200 m +,lc,0
60480024,mentodus longirostris,longbilled searsid,NA,"10.2, 10.3",200 m +,lc,0
60480620,mentodus mesalirus,midridged searsid,NA,10.3,deep oceanic,lc,0
60480946,mentodus perforatus,largepore tubeshoulder,NA,10.3,deep oceanic,lc,0
60481184,mentodus rostratus,beaked searsid,NA,10.3,deep oceanic,lc,0
60481655,mesobius berryi,NA,NA,"10.1, 10.2, 10.3",200 m +,lc,0
60481663,monognathus nigeli,nigel's one-jawed eel,NA,"10.3, 10.4",deep oceanic,dd,NA
60481692,nannobrachium wisneri,wisner's lanternfish,NA,10.2,200 m +,lc,0
60481712,nansenia longicauda,NA,NA,10.2,200 m +,dd,NA
60481729,nansenia megalopa,NA,NA,10.3,deep oceanic,dd,NA
60481876,nansenia pelagica,NA,NA,10.2,200 m +,dd,NA
60481885,narcetes erimelas,NA,NA,10.3,deep oceanic,lc,0
60481914,neoceratias spinifer,NA,NA,"10.2, 10.3",200 m +,lc,0
60481936,notoscopelus kroyeri,kroyer's lanternfish,NA,10.2,200 m +,lc,0
60482037,odontomacrurus murrayi,roundhead grenadier,NA,10.2,200 m +,lc,0
60482063,oneirodes clarkei,NA,NA,"10.1, 10.2, 10.3",200 m +,dd,NA
60482102,oneirodes macrosteus,NA,NA,"10.2, 10.3",200 m +,lc,0
60482105,oneirodes myrionemus,NA,NA,"10.1, 10.2",200 m +,dd,NA
60482178,ophichthus pullus,NA,NA,10.1,200 m +,lc,0
60482248,parabrotula plagiophthalma,NA,NA,10.1,200 m +,lc,0
60482259,paracaristius nudarcus,NA,NA,10.1,200 m +,dd,NA
60482312,penopus microphthalmus,NA,NA,"10.3, 11.1, 11.1.1, 11.1.2",deep oceanic,lc,0
60482374,pentherichthys atratus,NA,NA,10.3,deep oceanic,lc,0
60482467,photonectes caerulescens,NA,NA,"10.1, 10.2, 10.3",200 m +,lc,0
60482532,photostomias atrox,NA,NA,10.2,200 m +,lc,0
60482553,phyllorhinichthys balushkini,NA,NA,10.3,deep oceanic,lc,0
60482562,phyllorhinichthys micractis,NA,NA,10.3,deep oceanic,lc,0
60482607,physiculus karrerae,deepwater cod,NA,"11.1, 11.1.1",deep oceanic,lc,0
60482611,physiculus maslowskii,NA,NA,"10.2, 11.5",200 m +,dd,NA
60482676,platyberyx andriashevi,NA,NA,"10.2, 10.3",200 m +,dd,NA
60482710,platyberyx mauli,NA,NA,"10.2, 10.3",200 m +,dd,NA
60482715,porogadus abyssalis,NA,NA,"11.2, 11.3",deep oceanic,dd,NA
60482748,porogadus miles,slender cuskeel,NA,"10.3, 10.4, 11.1, 11.1.1, 11.1.2, 11.2",deep oceanic,lc,0
60482776,porogadus nudus,NA,NA,"10.3, 10.4",deep oceanic,dd,NA
60482786,porogadus subarmatus,NA,NA,10.3,deep oceanic,dd,NA
60482810,poromitra capito,ridgehead,NA,"10.2, 10.3",200 m +,dd,NA
60482859,poromitra megalops,ridgehead,NA,"10.2, 10.3",200 m +,dd,NA
60482909,priolepis ascensionis,NA,NA,"9.2, 9.8",< 200 m,en,0.6
60483083,pseudoscopelus altipinnis,NA,NA,10.3,deep oceanic,lc,0
60483092,pseudoscopelus scutatus,NA,NA,10.1,200 m +,lc,0
60483137,regalecus russelii,NA,NA,10.1,200 m +,lc,0
60483177,rhynchactis macrothrix,NA,NA,"10.2, 10.3",200 m +,dd,NA
60483211,rhynchohyalus natalensis,glasshead barreleye,NA,10.2,200 m +,lc,0
60483257,rondeletia bicolor,NA,NA,"10.2, 10.3",200 m +,lc,0
60483273,rondeletia loricata,redmouth whalefish,NA,"10.2, 10.3",200 m +,lc,0
60483363,sciadonus jonassoni,NA,NA,"11.2, 11.3",deep oceanic,dd,NA
60484333,scopelogadus mizolepis,bigscale,NA,"10.2, 10.3",200 m +,lc,0
60484350,scorpaena ascensionis,ascension scorpionfish,NA,10.1,200 m +,en,0.6
60484369,scorpaena mellissii,melliss's scorpionfish,NA,9.3,< 200 m,en,0.6
60484396,scorpaenodes insularis,insular scorpionfish,NA,10.1,200 m +,lc,0
60484408,selachophidium guentheri,NA,NA,10.2,200 m +,lc,0
60484435,serranus heterurus,NA,NA,"10.1, 9.3",200 m +,lc,0
